"","seqnames","start","end","width","strand","count","name","exon","intron","utr5","utr5.","utr3","utr3.","intergenic","mirna","annot","score","input.log2FC","input.padj","targeting_mirna_6mer","targeting_mirna_7mer","targeting_mirna_8mer"
"peak47","chr1",78672616,78672662,47,"+",1445,"peak47",NA,"Acsl3",NA,NA,NA,"Utp14b",FALSE,NA,"utr3*",3.87502101919495,6.49566607016879,0.000133345689330816,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-7032-3pmiR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-343,miR-6976-3pmiR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3pmiR-7031-3pmiR-12202-3p,miR-207,miR-320-5p,miR-7028-3pmiR-12202-3p,miR-6946-3p","miR-3473c,miR-6975-3p,miR-7649-3pmiR-1894-5pmiR-343,miR-6976-3p",""
"peak50","chr1",85674917,85674964,48,"+",6540,"peak50","n-R5s215","Sp100",NA,NA,"Sp100",NA,FALSE,NA,"utr3",9.77033643993714,4.64923009036269,1.69692856383237e-10,"miR-7218-3pmiR-7062-3pmiR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3pmiR-21a-5p,miR-21c,miR-3101-3p,miR-7072-3p,miR-7223-5pmiR-5622-3pmiR-374c-3p,miR-5622-3pmiR-101cmiR-26a-5p,miR-26b-5pmiR-6975-3p,miR-7037-3p,miR-8103miR-712-5p","miR-7072-3pmiR-5622-3pmiR-6975-3p",""
"peak56","chr1",86306578,86306612,35,"+",1523,"peak56","B3gnt7",NA,NA,NA,"B3gnt7",NA,FALSE,NA,"utr3",5.9141513280186,5.05481295687194,1.218564921307e-06,NA,NA,NA
"peak57","chr1",86306642,86306678,37,"+",652,"peak57","B3gnt7",NA,NA,NA,"B3gnt7",NA,FALSE,NA,"utr3",2.62859434442763,3.56116776005092,0.00235182853589701,NA,NA,NA
"peak64","chr1",88163815,88163885,71,"+",1250,"peak64",NA,"Ugt1a6a",NA,NA,NA,NA,FALSE,NA,"intron",2.32963224888075,2.64388373916041,0.00468131376967521,"miR-7032-3pmiR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-343,miR-6976-3pmiR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3pmiR-7031-3pmiR-6919-3pmiR-6975-3p,miR-7037-3p,miR-8103miR-12202-3p,miR-207,miR-320-5p,miR-7028-3pmiR-6919-3pmiR-103-1-5p,miR-103-2-5p,miR-107-5p,miR-12183-5p,miR-1903miR-205-5p,miR-6948-3p,miR-7117-3p,miR-712-5pmiR-12202-3p,miR-6946-3pmiR-712-5pmiR-6961-3p,miR-6963-3p,miR-7014-3pmiR-1903,miR-320-5p,miR-6901-3p,miR-7028-3p","miR-343,miR-6976-3pmiR-6975-3p",""
"peak68","chr1",90949034,90949098,65,"+",2227,"peak68","Mlph",NA,NA,NA,"Mlph",NA,FALSE,NA,"utr3",3.65894891107019,6.37520941063229,0.000219306290465852,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-7032-3pmiR-3059-5p,miR-5616-5p,miR-6961-3p,miR-7032-3p,miR-7650-5p,miR-877-3p","miR-7032-3p",""
"peak69","chr1",91114817,91114863,47,"+",1293,"peak69","Lrrfip1","Lrrfip1",NA,NA,NA,NA,FALSE,NA,"exon",4.96867960354085,6.62310155634452,1.07478202974607e-05,NA,NA,NA
"peak79","chr1",130841732,130841778,47,"+",2293,"peak79","Pigr",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.80167061140012,2.61211749615302,0.000157880825538704,NA,NA,NA
"peak85","chr1",130849738,130849789,52,"+",5522,"peak85","Pigr",NA,NA,NA,NA,NA,FALSE,NA,"exon",7.86332369923874,2.08637626227897,1.36986036693235e-08,"miR-12202-3p,miR-6946-3p",NA,NA
"peak95","chr1",133131738,133131791,54,"+",1789,"peak95","Ppp1r15b",NA,"Ppp1r15b",NA,NA,NA,FALSE,NA,"utr5",3.07783795276959,2.96111341110707,0.000835914862902726,"miR-718,miR-7685-5pmiR-6975-3p,miR-7037-3p,miR-8103miR-712-5p","",NA
"peak97","chr1",133132858,133132902,45,"+",2479,"peak97","Ppp1r15b","Ppp1r15b",NA,NA,NA,NA,FALSE,NA,"exon",6.14342285433185,5.99560156619624,7.18748821604164e-07,"miR-3059-5p,miR-5616-5p,miR-6961-3p,miR-7032-3p,miR-7650-5p,miR-877-3pmiR-6961-3p,miR-6963-3p,miR-7014-3p",NA,NA
"peak110","chr1",155358540,155358595,56,"+",2334,"peak110",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",5.24907607410819,6.91154166945933,5.63538933694804e-06,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3p","",""
"peak115","chr1",161036683,161036729,47,"+",4087,"peak115","Gm23212","Gas5",NA,NA,NA,NA,FALSE,NA,"exon",1.68152996993426,1.52167374502248,0.0208194872847061,NA,NA,NA
"peak120","chr1",166164647,166164692,46,"+",1866,"peak120","Gpa33",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.94571289405761,3.34468090182828,1.13314922461058e-05,NA,NA,NA
"peak130","chr1",180585848,180585894,47,"+",1970,"peak130","Parp1",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.79583546728955,7.08360537343265,1.60016413688477e-05,"miR-103-1-5p,miR-103-2-5p,miR-107-5p,miR-12183-5p,miR-1903miR-6951-3p,miR-7116-3p,miR-7116-3p",NA,NA
"peak137","chr1",191349875,191349925,51,"+",1803,"peak137","Tmem206",NA,NA,NA,"Tmem206",NA,FALSE,NA,"utr3",5.8634175146661,7.33869568419583,1.36956448438851e-06,"miR-6990-3p,miR-7017-3p",NA,NA
"peak153","chr1",37528598,37528650,53,"-",1744,"peak153",NA,"Mgat4a",NA,NA,NA,NA,FALSE,NA,"intron",2.42292111251441,4.45356394655626,0.00377640781311413,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-7032-3pmiR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-343,miR-6976-3pmiR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3pmiR-7031-3pmiR-6919-3pmiR-3059-5p,miR-5616-5p,miR-6961-3p,miR-7032-3p,miR-7650-5p,miR-877-3pmiR-6975-3p,miR-7037-3p,miR-8103","miR-3473c,miR-6975-3p,miR-7649-3pmiR-1894-5pmiR-343,miR-6976-3pmiR-7032-3pmiR-1894-5p,miR-7045-3pmiR-6975-3p",""
"peak163","chr1",56971211,56971271,61,"-",4149,"peak163","Satb2","Satb2","Satb2","Satb2",NA,NA,FALSE,NA,"utr5",2.14323163697534,2.1100761244862,0.00719065352244649,"miR-3059-5p,miR-5616-5p,miR-6961-3p,miR-7032-3p,miR-7650-5p,miR-877-3pmiR-6919-3pmiR-205-5p,miR-6948-3p,miR-7117-3p,miR-712-5pmiR-712-5pmiR-6961-3p,miR-6963-3p,miR-7014-3p",NA,NA
"peak177","chr1",93408426,93408476,51,"-",1699,"peak177","Hdlbp",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.76320722959889,6.00152407168757,1.72501458109167e-05,"",NA,NA
"peak196","chr1",135253606,135253654,49,"-",1188,"peak196","Elf3",NA,NA,NA,"Elf3",NA,FALSE,NA,"utr3",3.01459531039862,4.59671176803397,0.000966951495894409,"miR-7031-3p",NA,NA
"peak205","chr1",138878293,138878343,51,"-",2946,"peak205","n-R5s217",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.74063507094542,4.04663968345569,1.81704184576019e-05,"miR-7218-3pmiR-7062-3pmiR-21a-5p,miR-21c,miR-3101-3p,miR-7072-3p,miR-7223-5pmiR-5622-3pmiR-374c-3p,miR-5622-3pmiR-101cmiR-3105-3p,miR-3965miR-383-5pmiR-6990-3p,miR-7017-3p","miR-7072-3pmiR-5622-3pmiR-3105-3pmiR-7017-3pmiR-1911-3p","miR-7017-3p"
"peak226","chr1",171136105,171136152,48,"-",1007,"peak226","Sdhc",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.69108902779894,3.00889343136212,0.00203662453893151,NA,NA,NA
"peak230","chr1",182512204,182512250,47,"-",1205,"peak230","Capn2","Capn2",NA,NA,NA,NA,FALSE,NA,"exon",5.08688293654816,6.59840561283152,8.18685433875165e-06,"miR-6919-3pmiR-6919-3pmiR-712-5p",NA,NA
"peak235","chr10",10101055,10101100,46,"+",7928,"peak235","Gm25682","RP23-245C15.1",NA,NA,NA,NA,FALSE,NA,"exon",3.00175251107489,1.12793595952827,0.000995972825029829,"","",NA
"peak236","chr10",12363418,12363470,53,"+",3120,"peak236","Gm23680",NA,NA,NA,NA,NA,FALSE,NA,"exon",1.94302007165688,1.75223245600454,0.0114019709019895,"miR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3pmiR-6990-3p,miR-7017-3p","miR-1894-5p,miR-7045-3p",NA
"peak245","chr10",20196437,20196497,61,"+",2098,"peak245",NA,"Map7",NA,NA,NA,NA,FALSE,NA,"intron",3.16494923165677,6.31494761966536,0.000683991600152564,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-7032-3pmiR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-343,miR-6976-3pmiR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3pmiR-7031-3pmiR-6919-3pmiR-3059-5p,miR-5616-5p,miR-6961-3p,miR-7032-3p,miR-7650-5p,miR-877-3pmiR-6975-3p,miR-7037-3p,miR-8103","miR-3473c,miR-6975-3p,miR-7649-3pmiR-1894-5pmiR-343,miR-6976-3pmiR-7032-3pmiR-6975-3p",""
"peak246","chr10",21996059,21996110,52,"+",1217,"peak246","Sgk1","Sgk1",NA,NA,NA,NA,FALSE,NA,"exon",3.76584046791677,6.33788143769419,0.000171458702171841,"miR-103-1-5p,miR-103-2-5p,miR-107-5p,miR-12183-5p,miR-1903miR-12202-3p,miR-6946-3pmiR-6961-3p,miR-6963-3p,miR-7014-3p",NA,NA
"peak251","chr10",27952412,27952461,50,"+",59300,"peak251",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",7.16757823913071,2.7019279671631,6.79863555016983e-08,"miR-7218-3pmiR-7062-3pmiR-21a-5p,miR-21c,miR-3101-3p,miR-7072-3p,miR-7223-5pmiR-5622-3pmiR-374c-3p,miR-5622-3pmiR-101cmiR-3105-3p,miR-3965miR-383-5p,miR-465a-3p,miR-465b-3p,miR-465c-3p,miR-465d-3pmiR-383-5pmiR-6990-3p,miR-7017-3p","miR-7072-3pmiR-5622-3pmiR-3105-3pmiR-383-5pmiR-7017-3pmiR-383-5pmiR-1911-3p","miR-7017-3pmiR-383-5p"
"peak259","chr10",44436918,44436963,46,"+",1331,"peak259",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",1.77520783708467,3.46556915746274,0.0167800079756317,"miR-7218-3pmiR-7062-3pmiR-3105-3p,miR-3965","miR-3105-3pmiR-1911-3p",""
"peak289","chr10",79711505,79711553,49,"+",1094,"peak289","Bsg",NA,NA,NA,"Bsg",NA,FALSE,NA,"utr3",1.34596586647391,2.30290370727525,0.0450852138029825,"miR-3059-5p,miR-5616-5p,miR-6961-3p,miR-7032-3p,miR-7650-5p,miR-877-3p",NA,NA
"peak293","chr10",79828412,79828461,50,"+",1489,"peak293",NA,"Misp",NA,NA,NA,NA,FALSE,NA,"intron",3.90375001721605,5.60563739386618,0.000124810172314924,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-7032-3pmiR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3pmiR-7082-3p","miR-3473c,miR-6975-3p,miR-7649-3pmiR-1894-5pmiR-1894-5p,miR-7045-3p",""
"peak301","chr10",82936633,82936681,49,"+",13853,"peak301",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",10.7305750599947,5.09030059336498,1.85962313301491e-11,"miR-7218-3pmiR-7062-3pmiR-21a-5p,miR-21c,miR-3101-3p,miR-7072-3p,miR-7223-5pmiR-5622-3pmiR-374c-3p,miR-5622-3pmiR-101cmiR-26a-5p,miR-26b-5pmiR-3105-3p,miR-3965miR-6990-3p,miR-7017-3p","miR-7072-3pmiR-5622-3pmiR-3105-3pmiR-7017-3p","miR-7017-3p"
"peak309","chr10",105040377,105040424,48,"+",11483,"peak309","Gm25587",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.87087750641406,1.227530202962,0.000134624001007147,"miR-7082-3pmiR-6990-3p,miR-7017-3p",NA,NA
"peak322","chr10",118827998,118828048,51,"+",12895,"peak322",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",3.30072169690965,1.99139446254146,0.000500355068071642,"miR-21a-5p,miR-21c,miR-3101-3p,miR-7072-3p,miR-7223-5pmiR-5622-3pmiR-374c-3p,miR-5622-3pmiR-101cmiR-26a-5p,miR-26b-5pmiR-551b-3pmiR-3105-3p,miR-3965miR-383-5p,miR-465a-3p,miR-465b-3p,miR-465c-3p,miR-465d-3pmiR-383-5pmiR-3063-5p,miR-3471miR-6990-3p,miR-7017-3p","miR-7072-3pmiR-5622-3pmiR-3105-3pmiR-383-5pmiR-7017-3pmiR-383-5p","miR-7017-3pmiR-383-5p"
"peak329","chr10",127718530,127718580,51,"+",1466,"peak329","Myo1a",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.50525457471109,3.20592753146672,0.000312424745909067,"miR-103-1-5p,miR-103-2-5p,miR-107-5p,miR-12183-5p,miR-1903miR-12202-3p,miR-6946-3p",NA,NA
"peak333","chr10",128282714,128282767,54,"+",1192,"peak333","Stat2",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.44124628375797,6.39384993900812,3.6203763252067e-05,"miR-6919-3pmiR-718,miR-7685-5pmiR-6919-3pmiR-6951-3p,miR-7116-3p,miR-7116-3p",NA,NA
"peak368","chr10",79547663,79547710,48,"-",1547,"peak368","Mier2",NA,NA,NA,NA,"Mier2",FALSE,NA,"utr3*",5.71617167382152,6.95188645566736,1.92233169332006e-06,NA,NA,NA
"peak378","chr10",82955274,82955326,53,"-",54934,"peak378",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",9.17967448374766,2.6310274347994,6.6118884245424e-10,"miR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3p","miR-1894-5pmiR-1894-5p,miR-7045-3p",NA
"peak385","chr10",89414607,89414661,55,"-",2222,"peak385",NA,"Gas2l3",NA,NA,NA,NA,FALSE,NA,"intron",4.82462968206325,6.74692258852314,1.49751202321717e-05,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3p","",""
"peak393","chr10",120362984,120363043,60,"-",1739,"peak393","Hmga2",NA,NA,NA,"Hmga2",NA,FALSE,NA,"utr3",3.53354069128092,5.49194039259653,0.000292724658975038,NA,NA,NA
"peak408","chr11",3932376,3932435,60,"+",1982,"peak408",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",3.03525918615635,4.91329941021435,0.000922021002468743,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3p","",""
"peak412","chr11",6355339,6355386,48,"+",992,"peak412","Ogdh",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.82517389144164,3.54595953392713,0.00149563668349742,"","miR-1911-3p",""
"peak414","chr11",9131624,9131669,46,"+",2613,"peak414","Upp1","Upp1",NA,NA,NA,NA,FALSE,NA,"exon",4.93954447255039,3.07516485014585,1.14935854097374e-05,NA,NA,NA
"peak437","chr11",48804176,48804226,51,"+",1218,"peak437","Gnb2l1",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.07463635778703,3.54035719799995,0.000842099951251177,"miR-3063-5p,miR-3471",NA,NA
"peak453","chr11",57764464,57764512,49,"+",2004,"peak453","n-R5s69","Galnt10",NA,NA,NA,NA,FALSE,NA,"exon",2.01295846498905,2.10093710913614,0.00970602789216412,"miR-7218-3pmiR-7062-3pmiR-551b-3pmiR-3105-3p,miR-3965miR-383-5pmiR-6990-3p,miR-7017-3p","miR-3105-3pmiR-7017-3p","miR-7017-3p"
"peak456","chr11",58382277,58382322,46,"+",56441,"peak456","Lypd8","Lypd8","Lypd8","Lypd8",NA,NA,FALSE,NA,"utr5",64.6582288278043,3.78128787772155,2.19670213535781e-65,NA,NA,NA
"peak459","chr11",58384712,58384758,47,"+",11977,"peak459","Lypd8",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.93960375530586,1.25651151271637,1.14920166011546e-05,"miR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-6975-3p,miR-7037-3p,miR-8103miR-712-5p","miR-6975-3p",NA
"peak464","chr11",58390246,58390299,54,"+",3008,"peak464","Lypd8",NA,NA,NA,NA,NA,FALSE,NA,"exon",6.4800677413824,2.88584147649438,3.31079475579792e-07,NA,NA,NA
"peak468","chr11",58421709,58421766,58,"+",899,"peak468","RP23-465K20.5",NA,NA,NA,NA,NA,FALSE,NA,"exon",1.5576011909822,1.98325068691129,0.0276948367193932,"miR-383-5p",NA,NA
"peak477","chr11",63158445,63158493,49,"+",1854,"peak477","Pmp22",NA,NA,NA,"Pmp22","Pmp22",FALSE,NA,"utr3",3.05556404605432,2.22165293892174,0.000879905341167159,"miR-343,miR-6976-3pmiR-6919-3pmiR-205-5p,miR-6948-3p,miR-7117-3p,miR-712-5p","",""
"peak478","chr11",66964438,66964486,49,"+",1510,"peak478","RP23-67J22.4",NA,NA,NA,"RP23-67J22.4","RP23-67J22.4",FALSE,NA,"utr3",4.00365213981809,6.45886970848684,9.91625897081217e-05,NA,NA,NA
"peak479","chr11",67176406,67176465,60,"+",2472,"peak479",NA,"Myh2",NA,NA,NA,NA,FALSE,NA,"intron",5.45984762910113,6.8753520202628,3.46858523365588e-06,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3p","",""
"peak486","chr11",69643898,69643945,48,"+",2287,"peak486","Fxr2",NA,NA,NA,NA,NA,FALSE,NA,"exon",6.74079380642421,7.61451071672143,1.81637783478349e-07,"miR-21a-5p,miR-21c,miR-3101-3p,miR-7072-3p,miR-7223-5pmiR-103-1-5p,miR-103-2-5p,miR-107-5p,miR-12183-5p,miR-1903","miR-7072-3p",NA
"peak512","chr11",88613257,88613303,47,"+",8013,"peak512",NA,NA,NA,NA,NA,NA,TRUE,NA,"intergenic",2.0302244471075,1.66572346337257,0.00932772111592543,"miR-7218-3pmiR-7062-3pmiR-21a-5p,miR-21c,miR-3101-3p,miR-7072-3p,miR-7223-5pmiR-5622-3pmiR-383-5p,miR-465a-3p,miR-465b-3p,miR-465c-3p,miR-465d-3pmiR-718,miR-7685-5pmiR-383-5pmiR-1188-3p,miR-615-3pmiR-3063-5p,miR-3471","miR-7072-3pmiR-383-5pmiR-383-5p","miR-383-5p"
"peak519","chr11",94919777,94919823,47,"+",2626,"peak519","Gm22456",NA,NA,NA,NA,NA,FALSE,NA,"exon",1.567718906712,0.959454451310659,0.0270570904389983,NA,NA,NA
"peak523","chr11",96165095,96165148,54,"+",2040,"peak523","Ttll6",NA,NA,NA,"Ttll6",NA,FALSE,NA,"utr3",5.90780957994588,7.21783088247972,1.23648946377169e-06,NA,NA,NA
"peak525","chr11",96292597,96292664,68,"+",2400,"peak525","Hoxb6",NA,"Hoxb6",NA,NA,NA,FALSE,NA,"utr5",4.06557706409497,5.78353160885757,8.59850475776232e-05,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-7032-3pmiR-1894-5p,miR-3473c,miR-6975-3p,miR-7649-3pmiR-150-5p,miR-1894-5p,miR-343,miR-5127,miR-6976-3p,miR-7045-3pmiR-7031-3pmiR-6919-3pmiR-3059-5p,miR-5616-5p,miR-6961-3p,miR-7032-3p,miR-7650-5p,miR-877-3pmiR-6975-3p,miR-7037-3p,miR-8103miR-7082-3pmiR-12202-3p,miR-207,miR-320-5p,miR-7028-3pmiR-205-5p,miR-6948-3p,miR-7117-3p,miR-712-5pmiR-712-5pmiR-1903,miR-320-5p,miR-6901-3p,miR-7028-3p","miR-3473c,miR-6975-3p,miR-7649-3pmiR-1894-5pmiR-7032-3pmiR-1894-5p,miR-7045-3pmiR-6975-3p",""
"peak549","chr11",109660095,109660147,53,"+",1499,"peak549","Prkar1a",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.86045751809795,5.6243129160684,0.000137893083089604,"miR-6919-3pmiR-6919-3p",NA,NA
"peak550","chr11",113649663,113649710,48,"+",2581,"peak550","Cog1",NA,NA,NA,NA,NA,FALSE,NA,"exon",5.41626545473451,5.17838124798949,3.83472782964061e-06,"miR-6919-3pmiR-6919-3pmiR-103-1-5p,miR-103-2-5p,miR-107-5p,miR-12183-5p,miR-1903miR-205-5p,miR-6948-3p,miR-7117-3p,miR-712-5pmiR-712-5pmiR-1903,miR-320-5p,miR-6901-3p,miR-7028-3p",NA,NA
"peak568","chr11",119483838,119483884,47,"+",1278,"peak568","Rnf213",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.53896601276494,6.46881224593427,0.000289090611149144,"miR-6919-3pmiR-3059-5p,miR-5616-5p,miR-6961-3p,miR-7032-3p,miR-7650-5p,miR-877-3pmiR-6961-3p,miR-6963-3p,miR-7014-3p","",NA
"peak581","chr11",30114784,30114839,56,"-",1807,"peak581","Sptbn1",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.31522247528691,1.94135767724696,0.00483924404955641,"miR-551b-3pmiR-6990-3p,miR-7017-3p","miR-7017-3p",NA
"peak583","chr11",30138879,30138927,49,"-",1415,"peak583","Sptbn1",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.42028910266209,5.33115082907894,0.00379936394738963,"miR-103-1-5p,miR-103-2-5p,miR-107-5p,miR-12183-5p,miR-1903miR-12202-3p,miR-6946-3p",NA,NA
"peak597","chr11",59963315,59963366,52,"-",1584,"peak597","Rasd1",NA,NA,NA,"Rasd1",NA,FALSE,NA,"utr3",5.06133193986502,6.7777470015888,8.68296519389906e-06,NA,NA,NA
"peak603","chr11",69399965,69400013,49,"-",2012,"peak603","Kdm6b",NA,NA,"Tmem88",NA,NA,FALSE,NA,"utr5*",5.25138100653817,5.53101743666092,5.60555984500688e-06,"miR-6919-3pmiR-6919-3p",NA,NA
"peak609","chr11",69669704,69669762,59,"-",6108,"peak609","Gm22988","Eif4a1",NA,NA,NA,"Eif4a1",FALSE,NA,"utr3*",2.28868686874593,1.90127839382125,0.00514414416540415,"miR-6961-3p,miR-6963-3p,miR-7014-3p",NA,NA
"peak615","chr11",70652857,70652903,47,"-",4046,"peak615","Pfn1",NA,NA,NA,"Pfn1",NA,FALSE,NA,"utr3",5.67713600974729,2.89038543187214,2.10311969417881e-06,NA,NA,NA
"peak623","chr11",78415145,78415198,54,"-",1518,"peak623",NA,"Slc13a2",NA,NA,NA,NA,FALSE,NA,"intron",4.46387107547072,6.53243189669496,3.43659951548601e-05,"miR-3473c,miR-6896-3p,miR-6975-3p,miR-7649-3pmiR-1896,miR-6973b-3p,miR-7063-3pmiR-7032-3pmiR-7031-3p","",""
"peak626","chr11",84840127,84840174,48,"-",2321,"peak626","Ggnbp2","Ggnbp2",NA,"Ggnbp2",NA,NA,FALSE,NA,"utr5*",4.00841100243755,5.47251484901988,9.80819287592571e-05,"miR-6990-3p,miR-7017-3p","miR-7017-3p",NA
"peak634","chr11",90185042,90185090,49,"-",3320,"peak634","n-R5s72",NA,NA,NA,NA,NA,FALSE,NA,"exon",6.04712066614767,6.95300650773884,8.9717948386574e-07,"miR-7218-3pmiR-7062-3pmiR-6990-3p,miR-7017-3p","miR-7017-3p","miR-7017-3p"
