"","seqnames","start","end","width","strand","count","name","exon","intron","utr5","utr5.","utr3","utr3.","intergenic","mirna","annot","score","input.log2FC","input.padj","targeting_mirna_6mer","targeting_mirna_7mer","targeting_mirna_8mer"
"peak890","chr1",172498786,172498839,54,"+",3628,"peak890","Igsf9",NA,NA,"Tagln2","Igsf9","Igsf9",FALSE,NA,"utr3",3.35885544881079,5.1901117375566,0.000437667754871935,NA,NA,NA
"peak960","chr1",193331290,193331337,48,"+",2892,"peak960","Lamb3","Lamb3",NA,NA,NA,NA,FALSE,NA,"exon",3.402154355384,2.79592991390199,0.000396137215566756,NA,NA,NA
"peak966","chr1",193343621,193343699,79,"+",2572,"peak966","Lamb3",NA,NA,NA,"Lamb3",NA,FALSE,NA,"utr3",2.33172333445657,2.76733249945083,0.00465882787754922,"miR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413",NA,NA
"peak1020","chr1",30941127,30941188,62,"-",2881,"peak1020","Ptp4a1",NA,NA,NA,"Ptp4a1","Ptp4a1",FALSE,NA,"utr3",3.01457532100272,4.96870309804684,0.000966996003070769,"miR-132-3p,miR-194-5p,miR-212-3p,miR-6997-5pmiR-21a-3p,miR-6981-3p","",NA
"peak1021","chr1",30941302,30941392,91,"-",13322,"peak1021","Ptp4a1",NA,NA,NA,"Ptp4a1","Ptp4a1",FALSE,NA,"utr3",7.79890554676004,7.79311534714159,1.5888922738367e-08,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-6345,miR-6357miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p","miR-29a-3p,miR-29b-3p,miR-29c-3pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-770-5pmiR-767","miR-29a-3p,miR-29b-3p,miR-29c-3p"
"peak1117","chr1",43153088,43153149,62,"-",3435,"peak1117","Fhl2","Fhl2",NA,NA,NA,NA,FALSE,NA,"exon",3.62910833222374,4.69687970036876,0.000234904679174863,NA,NA,NA
"peak1172","chr1",54493296,54493367,72,"-",2401,"peak1172","Pgap1",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.48328772479785,5.58818873078715,0.000328633835262871,NA,NA,NA
"peak1223","chr1",65158739,65158767,29,"-",1746,"peak1223","Idh1",NA,NA,NA,"Idh1",NA,FALSE,NA,"utr3",2.93621414382665,4.25480553037093,0.00115820612198234,"miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761",NA,NA
"peak1224","chr1",65158781,65158839,59,"-",5484,"peak1224","Idh1",NA,NA,NA,"Idh1",NA,FALSE,NA,"utr3",3.31727075578078,4.77925119773499,0.000481647426586916,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3pmiR-7224-5pmiR-18b-3p,miR-217-5p","miR-200b-3p,miR-200c-3p,miR-429-3pmiR-369-3p,miR-374c-5p",""
"peak1255","chr1",74945544,74945600,57,"-",3145,"peak1255","Ihh",NA,NA,NA,"Ihh",NA,FALSE,NA,"utr3",4.1280455991266,5.67369345991208,7.4465378422996e-05,"miR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413miR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p",NA,NA
"peak1257","chr1",74945759,74945802,44,"-",3361,"peak1257","Ihh",NA,NA,NA,"Ihh",NA,FALSE,NA,"utr3",4.77915663024546,6.45749632843416,1.66281284133358e-05,NA,NA,NA
"peak1272","chr1",75215976,75216032,57,"-",2450,"peak1272","Tuba4a",NA,NA,NA,"Tuba4a",NA,FALSE,NA,"utr3",3.01102823127258,3.82643803970741,0.000974926260666206,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p",NA,NA
"peak1282","chr1",82756393,82756455,63,"-",8677,"peak1282",NA,NA,NA,NA,NA,"Tm4sf20",FALSE,NA,"utr3*",7.04968355453999,7.37921948950491,8.91900578182596e-08,"miR-194-5pmiR-802-5p","",NA
"peak1287","chr1",82757053,82757115,63,"-",2635,"peak1287","Tm4sf20",NA,NA,NA,"Tm4sf20",NA,FALSE,NA,"utr3",3.08997232510789,3.79334143919442,0.000812882314458854,"",NA,NA
"peak1288","chr1",82757199,82757266,68,"-",2269,"peak1288","Tm4sf20",NA,NA,NA,"Tm4sf20",NA,FALSE,NA,"utr3",1.73859779066043,2.46488639861929,0.0182558563326975,NA,NA,NA
"peak1295","chr1",82768341,82768437,97,"-",3027,"peak1295","Tm4sf20",NA,"Tm4sf20",NA,NA,NA,FALSE,NA,"utr5",1.92071995907775,2.05697548280373,0.0120027301137833,"miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353miR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p",NA,NA
"peak1315","chr1",87477265,87477343,79,"-",2334,"peak1315","Ngef",NA,NA,NA,"Ngef","Ngef",FALSE,NA,"utr3",2.50463686764732,3.44122658164625,0.00312869431002927,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3pmiR-18b-3p,miR-217-5p","miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3p"
"peak1344","chr1",93622079,93622163,85,"-",9423,"peak1344","Stk25",NA,NA,NA,"Stk25",NA,FALSE,NA,"utr3",6.75007679379497,4.86176068765515,1.77796499491927e-07,NA,NA,NA
"peak1371","chr1",106782703,106782769,67,"-",6566,"peak1371","Vps4b",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.34942148892772,4.45116431380523,4.4727900287399e-05,"",NA,NA
"peak1415","chr1",132037197,132037260,64,"-",4945,"peak1415","Mfsd4","Mfsd4",NA,NA,"Mfsd4","Mfsd4",FALSE,NA,"utr3",2.98647126561049,2.35983441489341,0.00103164133405595,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-7224-5pmiR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p"
"peak1419","chr1",132037948,132038002,55,"-",2275,"peak1419","Mfsd4","Mfsd4",NA,NA,"Mfsd4","Mfsd4",FALSE,NA,"utr3",2.22008314242776,2.59843154746616,0.00602444241593174,"miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761",NA,NA
"peak1431","chr1",132052456,132052512,57,"-",3351,"peak1431","Mfsd4","Mfsd4",NA,NA,"Mfsd4","Mfsd4",FALSE,NA,"utr3",3.53112275760191,3.66655585312723,0.000294358948171088,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5p","",NA
"peak1436","chr1",132113698,132113767,70,"-",4645,"peak1436","Cdk18",NA,NA,NA,"Cdk18","Cdk18",FALSE,NA,"utr3",4.12364080923689,5.00914404496831,7.52244793874352e-05,NA,NA,NA
"peak1680","chr1",172197858,172197938,81,"-",1912,"peak1680","Pea15a",NA,NA,NA,"Pea15a",NA,FALSE,NA,"utr3",2.14863784952442,2.96672704289861,0.00710169719069456,"miR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413miR-130a-3p,miR-130b-3p,miR-130c,miR-148a-3p,miR-148b-3p,miR-152-3p,miR-291b-3p,miR-301a-3p,miR-301b-3p,miR-350-5p,miR-6341,miR-6389,miR-721",NA,NA
"peak1814","chr10",34540740,34540789,50,"+",2856,"peak1814",NA,"Frk",NA,NA,NA,NA,FALSE,NA,"intron",3.53861819795461,5.74575150997251,0.000289322228807037,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-1193-5p,miR-1839-5p,miR-376a-5p,miR-379-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-381-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5pmiR-1839-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p"
"peak1894","chr10",59863469,59863532,64,"+",3318,"peak1894","Micu1",NA,NA,NA,"Micu1",NA,FALSE,NA,"utr3",2.2800652402538,2.474239993291,0.00524728628945724,"miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353",NA,NA
"peak1899","chr10",59864024,59864080,57,"+",2249,"peak1899","Micu1","Micu1",NA,NA,"Micu1","Micu1",FALSE,NA,"utr3",2.21363925307019,3.00881169238473,0.00611449715033158,NA,NA,NA
"peak1917","chr10",60300570,60300624,55,"+",5063,"peak1917","Psap","Psap",NA,NA,NA,NA,FALSE,NA,"exon",1.69345112716863,1.34602004478158,0.020255775400447,NA,NA,NA
"peak1920","chr10",60301801,60301842,42,"+",1637,"peak1920","Psap",NA,NA,NA,"Psap",NA,FALSE,NA,"utr3",1.81083792734797,2.4339624719367,0.0154583121458931,NA,NA,NA
"peak1921","chr10",60301883,60301954,72,"+",4434,"peak1921","Psap",NA,NA,NA,"Psap",NA,FALSE,NA,"utr3",1.35524635220942,1.10863397255945,0.0441320038903292,NA,NA,NA
"peak1922","chr10",60301992,60302044,53,"+",2183,"peak1922","Psap",NA,NA,NA,"Psap",NA,FALSE,NA,"utr3",1.98670595495638,2.43690212136624,0.0103108399374158,"miR-7224-5pmiR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413",NA,NA
"peak1924","chr10",60302165,60302236,72,"+",4883,"peak1924","Psap",NA,NA,NA,"Psap",NA,FALSE,NA,"utr3",2.23046713828275,1.79415461737077,0.00588210620533544,"miR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p",NA,NA
"peak1925","chr10",60302323,60302405,83,"+",8005,"peak1925","Psap",NA,NA,NA,"Psap",NA,FALSE,NA,"utr3",3.37111150449433,1.90047805906769,0.000425489155369265,"miR-21a-3p,miR-6981-3p",NA,NA
"peak1932","chr10",62944878,62944931,54,"+",3304,"peak1932","Slc25a16",NA,NA,NA,"Slc25a16",NA,FALSE,NA,"utr3",3.21847360624215,4.50129260462934,0.00060468109904064,"miR-26a-5p,miR-26b-5p,miR-6371",NA,NA
"peak1955","chr10",71366006,71366057,52,"+",9702,"peak1955","Ipmk","Ipmk",NA,NA,NA,NA,FALSE,NA,"exon",7.59530281761852,3.83700277396385,2.5392015959849e-08,"miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-21a-3p,miR-6981-3pmiR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p",NA,NA
