"","seqnames","start","end","width","strand","count","name","exon","intron","utr5","utr5.","utr3","utr3.","intergenic","mirna","annot","score","input.log2FC","input.padj","targeting_mirna_6mer","targeting_mirna_7mer","targeting_mirna_8mer"
"peak1989","chr10",72674796,72674852,57,"+",15361,"peak1989","Zwint",NA,NA,NA,"Zwint",NA,FALSE,NA,"utr3",8.45504724661594,8.07807180969624,3.50713717958461e-09,"let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5p",NA,NA
"peak2034","chr10",79669554,79669613,60,"+",1872,"peak2034","Tpgs1",NA,NA,NA,NA,"Madcam1",FALSE,NA,"utr3*",1.61883053251918,2.54675476927078,0.0240530119741335,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761",NA,NA
"peak2393","chr10",128088324,128088373,50,"+",12690,"peak2393","Atp5b",NA,NA,NA,NA,NA,FALSE,NA,"exon",5.41845239250299,2.08038598642768,3.81546617246658e-06,"miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761",NA,NA
"peak2928","chr10",127538712,127538786,75,"-",4896,"peak2928","Lrp1",NA,NA,NA,"Lrp1",NA,FALSE,NA,"utr3",4.6921682115007,4.63792897680106,2.03156998821407e-05,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-6985-5p,miR-883b-5p","",NA
"peak2934","chr10",127591924,127591975,52,"-",5742,"peak2934","Lrp1",NA,NA,NA,NA,NA,FALSE,NA,"exon",5.41906322708037,4.88072955842954,3.8101034968484e-06,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-7237-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p"
"peak3233","chr11",53776753,53776809,57,"+",5391,"peak3233","Irf1","Irf1",NA,NA,"Irf1",NA,FALSE,NA,"utr3",4.92628257515246,3.99022219109442,1.18499747472119e-05,NA,NA,NA
"peak3235","chr11",53776976,53777029,54,"+",3041,"peak3235","Irf1","Irf1",NA,NA,"Irf1",NA,FALSE,NA,"utr3",4.01290647425741,5.57855063145188,9.70718990024543e-05,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962","miR-196a-5p,miR-196b-5p,miR-3962",NA
"peak3236","chr11",53777119,53777190,72,"+",6787,"peak3236","Irf1","Irf1",NA,NA,"Irf1",NA,FALSE,NA,"utr3",4.00334400069776,2.5892096452095,9.92329721719766e-05,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-767,miR-770-5pmiR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p",NA,NA
"peak3433","chr11",70658165,70658228,64,"+",2198,"peak3433","Eno3",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.15450996989526,3.28744114246247,0.00700632098597452,NA,NA,NA
"peak3834","chr11",98807366,98807434,69,"+",2770,"peak3834","Msl1","Casc3",NA,NA,"Msl1","Msl1",FALSE,NA,"utr3",4.20639042299903,6.03571348370731,6.21741099690265e-05,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-6345,miR-6357","miR-29a-3p,miR-29b-3p,miR-29c-3p",""
"peak3912","chr11",109668150,109668245,96,"+",2354,"peak3912","Prkar1a",NA,NA,NA,"Prkar1a",NA,FALSE,NA,"utr3",1.7452080201311,2.35525715516571,0.017980094909679,NA,NA,NA
"peak3914","chr11",109668614,109668669,56,"+",5222,"peak3914","Prkar1a",NA,NA,NA,"Prkar1a",NA,FALSE,NA,"utr3",5.06848307385139,6.20132163510807,8.54116135004549e-06,"miR-26a-5p,miR-26b-5p,miR-6371",NA,NA
"peak4120","chr11",8432600,8432666,67,"-",7215,"peak4120","Tns3",NA,NA,NA,"Tns3",NA,FALSE,NA,"utr3",4.49840149463373,5.23411074294394,3.17393848536637e-05,NA,NA,NA
"peak4123","chr11",8433603,8433745,143,"-",5048,"peak4123","Tns3",NA,NA,NA,"Tns3",NA,FALSE,NA,"utr3",3.05813002223623,3.02047016338929,0.000874721855439563,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761",NA,NA
"peak4229","chr11",48866516,48866564,49,"-",1870,"peak4229","Irgm1","Irgm1",NA,NA,NA,NA,FALSE,NA,"exon",4.05718564100721,5.93622584889972,8.76626023555454e-05,"miR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413",NA,NA
"peak4273","chr11",51985823,51985872,50,"-",3111,"peak4273","Ube2b","Gm26551",NA,NA,"Ube2b","Ube2b",FALSE,NA,"utr3",3.49311348693776,4.62173591912389,0.000321282087601215,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3pmiR-18b-3p,miR-217-5p","miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3p","miR-200b-3p,miR-200c-3p,miR-429-3p"
"peak4274","chr11",51992436,51992486,51,"-",2064,"peak4274",NA,"Ube2b",NA,NA,NA,NA,FALSE,NA,"intron",4.47309561212339,6.18049565084323,3.36437492808564e-05,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962miR-26a-5p,miR-26b-5p,miR-6371miR-26a-5p,miR-26b-5p,miR-6371","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5pmiR-196a-5p,miR-196b-5p,miR-3962miR-26a-5p,miR-26b-5p,miR-6371","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p"
"peak4661","chr11",95869254,95869325,72,"-",3402,"peak4661","B4galnt2",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.13150235906501,2.67756985387759,0.00738750250129851,NA,NA,NA
"peak4719","chr11",99003824,99003869,46,"-",1253,"peak4719","Top2a","Top2a",NA,NA,NA,NA,FALSE,NA,"exon",3.34106397445023,5.71833799660255,0.000455969743644283,NA,NA,NA
"peak4828","chr11",102107258,102107318,61,"-",11004,"peak4828","Pyy",NA,NA,NA,NA,NA,FALSE,NA,"exon",6.9582687314476,3.62850848258674,1.10085791316219e-07,"miR-7224-5pmiR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353","miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6353miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419","miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-6353"
"peak4885","chr11",106781880,106781941,62,"-",3770,"peak4885","Ddx5",NA,NA,NA,"Ddx5","Ddx5",FALSE,NA,"utr3",3.78340735313911,5.48253704322233,0.000164661719723261,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353miR-7237-5p",NA,NA
"peak4893","chr11",106786070,106786130,61,"-",2878,"peak4893","Ddx5","Ddx5",NA,NA,NA,NA,FALSE,NA,"exon",1.58789298432516,1.8948820114164,0.0258289657073692,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761",NA,NA
"peak5056","chr11",120726269,120726317,49,"-",1697,"peak5056","Dcxr","Dcxr",NA,NA,NA,NA,FALSE,NA,"exon",2.54504508457201,4.67551291788322,0.0028507223156275,NA,NA,NA
"peak5057","chr11",120726425,120726485,61,"-",2622,"peak5057","Dcxr",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.00681574476998,3.52558905795732,0.000984428674178538,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p","miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419",NA
"peak5690","chr12",76937512,76937573,62,"-",13470,"peak5690","Max",NA,NA,NA,"Max","Max",FALSE,NA,"utr3",9.58458877707273,3.92507419696103,2.60262275727096e-10,"",NA,NA
"peak5692","chr12",76938279,76938333,55,"-",6044,"peak5692","Max",NA,NA,NA,"Max","Max",FALSE,NA,"utr3",4.38565544313168,3.24283842487705,4.11476045009973e-05,NA,NA,NA
"peak5694","chr12",76939973,76940040,68,"-",3319,"peak5694","Max",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.45962859269034,2.89807063912415,0.00347033505575365,"miR-210-3plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5p","",NA
"peak5732","chr12",84152132,84152268,137,"-",4831,"peak5732","Elmsan1",NA,NA,NA,"Elmsan1",NA,FALSE,NA,"utr3",4.08961501735315,3.62752793382728,8.13551373542874e-05,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-6985-5p,miR-883b-5p","",NA
"peak5735","chr12",84173161,84173239,79,"-",3517,"peak5735","Elmsan1",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.07148831595804,5.69105753737954,8.48226202399791e-05,"let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-202-3p,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1839-5p,miR-1961,miR-196a-5p,miR-196b-5p,miR-3962,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-29a-3p,miR-29b-3p,miR-29c-3p,miR-6345,miR-6357miR-7237-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7d-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-98-5p","let-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7k,miR-1961,miR-98-5p"
"peak5917","chr12",114288553,114288612,60,"-",4205,"peak5917","Ighv3-6",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.68454846785955,2.69140239002425,0.00206752863001412,NA,NA,NA
"peak6687","chr13",55345428,55345481,54,"-",2935,"peak6687","Lman2",NA,NA,NA,"Lman2",NA,FALSE,NA,"utr3",3.33081497936579,5.12644007563623,0.00046685823158363,"miR-200b-3p,miR-200c-3p,miR-369-3p,miR-374c-5p,miR-429-3pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p","",NA
"peak6692","chr13",56073979,56074045,67,"-",5783,"peak6692","H2afy",NA,NA,NA,"H2afy",NA,FALSE,NA,"utr3",5.79959375362688,6.8379051373684,1.58637642185817e-06,"miR-132-3p,miR-194-5p,miR-212-3p,miR-6997-5p","",NA
"peak6693","chr13",56104298,56104350,53,"-",1140,"peak6693","H2afy","H2afy",NA,NA,NA,NA,FALSE,NA,"exon",2.18322556305412,3.76534604012308,0.00655804567287615,NA,NA,NA
"peak7414","chr14",118972725,118972780,56,"+",2735,"peak7414","Dnajc3",NA,NA,NA,NA,NA,FALSE,NA,"exon",3.47344221818436,5.22271806945718,0.000336169092545063,NA,NA,NA
"peak7806","chr15",12126093,12126141,49,"+",3903,"peak7806",NA,"Zfr",NA,NA,NA,NA,FALSE,NA,"intron",4.04715904127679,4.89264428740104,8.9710021079437e-05,NA,NA,NA
"peak8336","chr15",63902011,63902057,47,"-",3847,"peak8336","Gsdmc4",NA,NA,NA,NA,NA,FALSE,NA,"exon",4.70418014073357,3.4460115358649,1.9761497841703e-05,"miR-26a-5p,miR-26b-5p,miR-6371miR-26a-5p,miR-26b-5p,miR-6371","miR-26a-5p,miR-26b-5p,miR-6371",NA
"peak8624","chr15",79529036,79529117,82,"-",2419,"peak8624","Ddx17",NA,NA,NA,"Ddx17",NA,FALSE,NA,"utr3",1.61344975516517,1.9128035261877,0.024352875293935,"miR-200b-3p,miR-200c-3p,miR-429-3pmiR-200b-3p,miR-200c-3p,miR-429-3plet-7a-5p,let-7b-5p,let-7c-5p,let-7e-5p,let-7f-5p,let-7g-5p,let-7i-5p,let-7j,let-7k,miR-1961,miR-672-5p,miR-7674-5p,miR-98-5pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413miR-15a-5p,miR-15b-5p,miR-16-5p,miR-195a-5p,miR-195b,miR-503-5p,miR-6346,miR-6350,miR-6353","miR-200b-3p,miR-200c-3p,miR-429-3p",NA
"peak8705","chr15",89163326,89163377,52,"-",3051,"peak8705","Plxnb2","Plxnb2",NA,NA,NA,NA,FALSE,NA,"exon",2.64065637313105,2.80506502348472,0.00228740795359156,"miR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761",NA,NA
"peak8708","chr15",89167133,89167180,48,"-",2021,"peak8708","Plxnb2",NA,NA,NA,NA,NA,FALSE,NA,"exon",2.68534749779113,3.46218865518328,0.00206372821683585,"miR-29a-3p,miR-29b-3p,miR-29c-3p,miR-3065-3p,miR-3102-3p,miR-3547-3p,miR-770-5pmiR-105,miR-106a-5p,miR-106b-5p,miR-17-5p,miR-20a-5p,miR-20b-5p,miR-290a-3p,miR-290b-3p,miR-291a-3p,miR-291b-3p,miR-292a-3p,miR-294-3p,miR-295-3p,miR-302a-3p,miR-302b-3p,miR-302c-3p,miR-302d-3p,miR-350-5p,miR-467a-5p,miR-467b-5p,miR-467c-5p,miR-467d-5p,miR-6383,miR-93-5p",NA,NA
"peak8763","chr15",97855264,97855335,72,"-",2349,"peak8763","Vdr",NA,NA,NA,"Vdr",NA,FALSE,NA,"utr3",1.87796652007661,2.28685094784282,0.0132444363311228,"",NA,NA
"peak9487","chr16",35834269,35834331,63,"-",2212,"peak9487","Parp14",NA,NA,NA,"Parp14",NA,FALSE,NA,"utr3",2.68851831161903,3.03062988422074,0.00204871566596406,"miR-103-3p,miR-107-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1906,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-6342,miR-6353,miR-6419,miR-761miR-24-3p,miR-3079-3p,miR-3106-5p,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413,miR-7080-3pmiR-103-3p,miR-107-3p,miR-12186-3p,miR-15a-5p,miR-15b-5p,miR-16-5p,miR-1907,miR-195a-5p,miR-195b,miR-322-5p,miR-497a-5p,miR-503-5p,miR-6342,miR-6353,miR-6419miR-1906,miR-214-3p,miR-322-5p,miR-497a-5p,miR-5626-3p,miR-6340,miR-6342,miR-6419,miR-6969-5p,miR-7024-3p,miR-761miR-24-3p,miR-3620-3p,miR-5112,miR-5124b,miR-6361,miR-6369,miR-6410,miR-6413miR-214-3p,miR-21a-3p,miR-383-3p,miR-7649-5p",NA,NA
"peak9493","chr16",35863487,35863548,62,"-",16156,"peak9493","Parp14",NA,NA,NA,NA,NA,FALSE,NA,"exon",6.85728163019453,5.63604771016175,1.38905157041349e-07,NA,NA,NA
"peak9567","chr16",84831416,84831469,54,"-",12192,"peak9567","Atp5j",NA,NA,NA,NA,NA,FALSE,NA,"exon",8.40812201097213,3.78244973725736,3.90731108121436e-09,NA,NA,NA
"peak9569","chr16",84834804,84834852,49,"-",6764,"peak9569","Atp5j","Atp5j","Atp5j","Atp5j",NA,NA,FALSE,NA,"utr5",5.80637945585649,2.91188824722745,1.56178247107334e-06,NA,NA,NA
